First Level Product Category,Second Level Product Category,Series,External Model,Internal Model,Description,Part No.
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HFW7442H-Z4-X,DH-IPC-HFW7442HP-Z-0832-DC12AC24V-X,"4-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 4 MP (2688 ¡Á 1520)@50/60 fps.
Built-in IR LED, and the max. illumination distance is 120 m.
Time-Division Exposure technology ensures that when the device is taking multiple snapshots of more than one targets, the quality of the snapshots will not be affected. It can also be used to adjust the brightness, speed and more of targets, to produce high quality snapshots. 
ROI, flexible coding, applicable to various bandwidth and storage environments.
Two intelligent functions can be enabled at the same time, such as face recognition+people counting, face detection+people counting and PPE Detection+IVS.
With deep learning algorithm, it supports: face recognition, face detection, IVS, people counting, video metadata, PPE Detection, parking space management and ANPR, etc.
Mosaics can be automatiocally placed over the face or body of a person to protect their privacy.
Alarm: 3 in, 2 out; audio: 1 in, 1 out; RS-485; BNC; supports max. 1 TB Micro SD card.
12 VDC/24 VAC/PoE power supply, 12 VDC power output, max. current 
165 mA and peak current is 700 mA, easy for installation.
IP67 and IK10 protection.",1.0.01.04.40693-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HFW7442H-Z-X,DH-IPC-HFW7442HP-Z-2712F-DC12AC24V-ATC-X,"4-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 4 MP (2688 ¡Á 1520)@50/60 fps.
Built-in IR LED, and the max. illumination distance is 60 m.
Time-Division Exposure technology ensures that when the device is taking multiple snapshots of more than one targets, the quality of the snapshots will not be affected. It can also be used to adjust the brightness, speed and more of targets, to produce high quality snapshots. 
ROI, flexible coding, applicable to various bandwidth and storage environments.
Two intelligent functions can be enabled at the same time, such as face recognition+people counting, face detection+people counting and PPE Detection+IVS.
With deep learning algorithm, it supports: face recognition, face detection, IVS, people counting, video metadata, PPE Detection, parking space management and ANPR, etc.
Mosaics can be automatiocally placed over the face or body of a person to protect their privacy.
Alarm: 3 in, 2 out; audio: 1 in, 1 out; RS-485; BNC; supports max. 1 TB Micro SD card.
12 VDC/24 VAC/PoE power supply, 12 VDC power output, max. current 
165 mA and peak current is 700 mA, easy for installation.
IP67 and IK10 protection.",1.0.01.04.41015-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HFW7442H-Z4-X,DH-IPC-HFW7442HP-Z-0832-DC12AC24V-ATC-X,"4-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 4 MP (2688 ¡Á 1520)@50/60 fps.
Built-in IR LED, and the max. illumination distance is 120 m.
Time-Division Exposure technology ensures that when the device is taking multiple snapshots of more than one targets, the quality of the snapshots will not be affected. It can also be used to adjust the brightness, speed and more of targets, to produce high quality snapshots. 
ROI, flexible coding, applicable to various bandwidth and storage environments.
Two intelligent functions can be enabled at the same time, such as face recognition+people counting, face detection+people counting and PPE Detection+IVS.
With deep learning algorithm, it supports: face recognition, face detection, IVS, people counting, video metadata, PPE Detection, parking space management and ANPR, etc.
Mosaics can be automatiocally placed over the face or body of a person to protect their privacy.
Alarm: 3 in, 2 out; audio: 1 in, 1 out; RS-485; BNC; supports max. 1 TB Micro SD card.
12 VDC/24 VAC/PoE power supply, 12 VDC power output, max. current 
165 mA and peak current is 700 mA, easy for installation.
IP67 and IK10 protection.",1.0.01.04.41016-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW7442E1-Z-X,DH-IPC-HDBW7442E1P-Z-2712F-DC12AC24V-X,"4-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 4 MP (2688 ¡Á 1520)@50/60 fps. 
Built-in IR LED, and the max. illumination distance is 40 m. 
Time-Division Exposure technology ensures that when the device is taking multiple snapshots of more than one targets, the quality of the snapshots will not be affected. 
It can also be used to adjust the brightness, speed and more of targets, to produce high quality snapshots. 
ROI, flexible coding, applicable to various bandwidth and storage environments. 
Two intelligent functions can be enabled at the same time, such as face recognition+people counting, face detection+people counting and PPE Detection+IVS. 
With deep learning algorithm, it supports: face recognition, face detection, IVS, people counting, video metadata, PPE Detection, parking space management and ANPR, etc. 
Privacy Protection: Mosaics can be automatiocally placed over the face or body of a person to protect their privacy. 
Built-in Hi-Fi large-diameter speaker covers an auditory range of 20 meters. 
Sound Management: With its built-in dual MICs and Dahua noise reduction algorithms, the camera supports the sound management function, using it to collect vocals, adaptively reduce noise, and filter non-human voices. 
Alarm: 3 in, 2 out; audio: 1 in, 1 out; RS-485; BNC; supports max. 1 TB Micro SD card. 
Built-in dual MICs; 1-ch speaker; support two-way talk. 
12 VDC/24VAC/PoE+ (802.3at)/ePoE power supply, 12 VDC power output, max. current 165 mA and peak current is 700 mA, easy for installation. 
IP67 and IK10 protection, Anti-Corrosion coating (optional).",1.0.01.04.40908-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW7442E1-Z4-X,DH-IPC-HDBW7442E1P-Z-0832-DC12AC24V-X,"4-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 4 MP (2688 ¡Á 1520)@50/60 fps. 
Built-in IR LED, and the max. illumination distance is 80 m. 
Time-Division Exposure technology ensures that when the device is taking multiple snapshots of more than one targets, the quality of the snapshots will not be affected. 
It can also be used to adjust the brightness, speed and more of targets, to produce high quality snapshots. 
ROI, flexible coding, applicable to various bandwidth and storage environments. 
Two intelligent functions can be enabled at the same time, such as face recognition+people counting, face detection+people counting and PPE Detection+IVS. 
With deep learning algorithm, it supports: face recognition, face detection, IVS, people counting, video metadata, PPE Detection, parking space management and ANPR, etc. 
Privacy Protection: Mosaics can be automatiocally placed over the face or body of a person to protect their privacy. 
Built-in Hi-Fi large-diameter speaker covers an auditory range of 20 meters. 
Sound Management: With its built-in dual MICs and Dahua noise reduction algorithms, the camera supports the sound management function, using it to collect vocals, adaptively reduce noise, and filter non-human voices. 
Alarm: 3 in, 2 out; audio: 1 in, 1 out; RS-485; BNC; supports max. 1 TB Micro SD card. 
Built-in dual MICs; 1-ch speaker; support two-way talk. 
12 VDC/24VAC/PoE+ (802.3at)/ePoE power supply, 12 VDC power output, max. current 165 mA and peak current is 700 mA, easy for installation. 
IP67 and IK10 protection, Anti-Corrosion coating (optional).",1.0.01.04.40910-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HF7442F-Z-X,DH-IPC-HF7442FP-Z-X,"4-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 4 MP (2688 ¡Á 1520)@50/60 fps.
Built-in IR LED, and the max. illumination distance is 80 m.
ROI, flexible coding, applicable to various bandwidth and storage environments.
Two intelligent functions can be enabled at the same time, such as face recognition+people counting, face detection+people counting and PPE Detection+IVS.
With deep learning algorithm, it supports: face recognition, face detection, IVS, people counting, video metadata, PPE Detection, parking space management and ANPR, etc.
Mosaics can be automatiocally placed over the face or body of a person to protect their privacy.
Alarm: 2 in, 2 out; audio: 2 in, 1 out; RS-485; BNC; supports max. 1 TB Micro SD card.
12 VDC/24 VAC/PoE power supply, 12 VDC power output, max. current 
165 mA and peak current is 700 mA, easy for installation.",1.0.01.04.40840-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW7442E1-Z-X,DH-IPC-HDBW7442E1P-Z-2712F-DC12AC24V-ATC-X,"4-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 4 MP (2688 ¡Á 1520)@50/60 fps. 
Built-in IR LED, and the max. illumination distance is 40 m. 
Time-Division Exposure technology ensures that when the device is taking multiple snapshots of more than one targets, the quality of the snapshots will not be affected. 
It can also be used to adjust the brightness, speed and more of targets, to produce high quality snapshots. 
ROI, flexible coding, applicable to various bandwidth and storage environments. 
Two intelligent functions can be enabled at the same time, such as face recognition+people counting, face detection+people counting and PPE Detection+IVS. 
With deep learning algorithm, it supports: face recognition, face detection, IVS, people counting, video metadata, PPE Detection, parking space management and ANPR, etc. 
Privacy Protection: Mosaics can be automatiocally placed over the face or body of a person to protect their privacy. 
Built-in Hi-Fi large-diameter speaker covers an auditory range of 20 meters. 
Sound Management: With its built-in dual MICs and Dahua noise reduction algorithms, the camera supports the sound management function, using it to collect vocals, adaptively reduce noise, and filter non-human voices. 
Alarm: 3 in, 2 out; audio: 1 in, 1 out; RS-485; BNC; supports max. 1 TB Micro SD card. 
Built-in dual MICs; 1-ch speaker; support two-way talk. 
12 VDC/24VAC/PoE+ (802.3at)/ePoE power supply, 12 VDC power output, max. current 165 mA and peak current is 700 mA, easy for installation. 
IP67 and IK10 protection, Anti-Corrosion coating (optional).",1.0.01.04.41205-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-HDBW7442E1-Z4-X,DH-IPC-HDBW7442E1P-Z-0832-DC12AC24V-ATC-X,"4-MP 1/1.8"" CMOS image sensor, low luminance, and high definition image. 
Outputs max. 4 MP (2688 ¡Á 1520)@50/60 fps. 
Built-in IR LED, and the max. illumination distance is 80 m. 
Time-Division Exposure technology ensures that when the device is taking multiple snapshots of more than one targets, the quality of the snapshots will not be affected. 
It can also be used to adjust the brightness, speed and more of targets, to produce high quality snapshots. 
ROI, flexible coding, applicable to various bandwidth and storage environments. 
Two intelligent functions can be enabled at the same time, such as face recognition+people counting, face detection+people counting and PPE Detection+IVS. 
With deep learning algorithm, it supports: face recognition, face detection, IVS, people counting, video metadata, PPE Detection, parking space management and ANPR, etc. 
Privacy Protection: Mosaics can be automatiocally placed over the face or body of a person to protect their privacy. 
Built-in Hi-Fi large-diameter speaker covers an auditory range of 20 meters. 
Sound Management: With its built-in dual MICs and Dahua noise reduction algorithms, the camera supports the sound management function, using it to collect vocals, adaptively reduce noise, and filter non-human voices. 
Alarm: 3 in, 2 out; audio: 1 in, 1 out; RS-485; BNC; supports max. 1 TB Micro SD card. 
Built-in dual MICs; 1-ch speaker; support two-way talk. 
12 VDC/24VAC/PoE+ (802.3at)/ePoE power supply, 12 VDC power output, max. current 165 mA and peak current is 700 mA, easy for installation. 
IP67 and IK10 protection, Anti-Corrosion coating (optional).",1.0.01.04.41206-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-MFW7842K1-Z7-T20,DH-IPC-MFW7842K1P-Z-0856-T20-0360B,"8-MP 1/1.7"" CMOS image sensor and 2-MP 1/2.7"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 8 MP (3840 ¡Á 2160)@30 fps.
Built-in GPU chip and deep learning algorithm, which can improve the detection accuracy.
Switch among five intelligent resources: IVS, face detection, viedo metadata, people counting and face recognition.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm light/IR LED that has a maximum IR illumination distance of 120 m and warm light distance of 80 m.
3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
ROI, SMART H.264+/H.265+, flexible coding, applicable to various bandwidth and storage environments.
Alarm: 3 in, 2 out; audio: 2 in, 1 out; RS-485; BNC; power output; supports max. 256 G Micro SD card.
Designed with the Dahua Noise Reduction Algorithm and built-in dual microphones, the device performs active noise control, eliminating noise of wind scale 3. It has a pick-up distance up to 20 m. 
Built-in Hi-Fi large-diameter speaker covers an auditory range of 30 meters when used indoors.
Sound and light alarms are generated when an alarm is triggered.
12 VDC/PoE power supply, 12 VDC power output, max. current 165 mA, easy for installation.
IP67 protection.",1.0.01.04.37363-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-MFW7842K1-Z4-T20,DH-IPC-MFW7842K1P-Z-0832-T20-0360B,"8-MP 1/1.7"" CMOS image sensor and 2-MP 1/2.7"" CMOS image sensor, low luminance, and high definition image.
Outputs max. 8 MP (3840 ¡Á 2160)@30 fps.
Built-in GPU chip and deep learning algorithm, which can improve the detection accuracy.
Switch among five intelligent resources: IVS, face detection, viedo metadata, people counting and face recognition.
H.265 codec, high compression rate, ultra-low bit rate.
Built-in warm light/IR LED that has a maximum IR illumination distance of 100 m and warm light distance of 60 m.
3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes.
ROI, SMART H.264+/H.265+, flexible coding, applicable to various bandwidth and storage environments.
Alarm: 3 in, 2 out; audio: 2 in, 1 out; RS-485; BNC; power output; supports max. 256 G Micro SD card.
Designed with the Dahua Noise Reduction Algorithm and built-in dual microphones, the device performs active noise control, eliminating noise of wind scale 3. It has a pick-up distance up to 20 m. 
Built-in Hi-Fi large-diameter speaker covers an auditory range of 30 m when used indoors.
Sound and light alarms are generated when an alarm is triggered.
12 VDC/PoE power supply, 12 VDC power output, max. current 165 mA, easy for installation.
IP67 protection.",1.0.01.04.37362-9001
Network Cameras,WizMind Series,IP Camera for Industries,DH-IPC-MFW7849Y-Z4-T44,DH-IPC-MFW7849YP-Z-2080-T44-0832,"2 lenses and 2 channels are integrated into the design.
Adopts advanced technologies such as Hyper DoF, Illumination by Area, to achieve full coverage of different speed targets with a larger DoF distance under low illumination.
Flexible remote debugging through the Dual-micro PTZ.
Dual channels: 
Channel 1: 8-MP 1/1.2"" CMOS image sensor, low luminance, and high definition image.
Channel 2: 4-MP 1/1.8"" CMOS image sensors, low luminance, and high definition image.
Outputs max. 8 MP (3840 ¡Á 2160)@25/30 fps.
Built-in efficient illuminator of dual light fusion, and the max. illumination distance is 120 m.
ROI, SMART H.264+/H.265+,  flexible coding, applicable to various bandwidth and storage environments.
Multiple intelligent resources switchable: 
Channel 1: IVS, face recognition, face detection and video metadata, 
Channel 2: IVS, Face recognition, Face detection, Video metadata, Crowd distribution map and People counting.
Intelligent functions of Channel 1 and Channel 2 can be enabled at the same time.
Hyper DoF technology: DoF and iris of the camera can be adjusted separately. With the largest iris, the camera can display the image of large DoF.
Time-Division Exposure technology ensures that when the device is taking multiple snapshots of more than one targets, the quality of the snapshots will not be affected. It can also be used to adjust the brightness, speed and more of targets, to produce high quality snapshots. 
Alarm: 7 in, 3 out; audio: 2 in, 1 out; 485; BNC; supports max. 256 G Micro SD card.
12 VDC power supply, easy for installation.
IP67 protection.",1.0.01.04.39609-9001
